sample_id,rt_start,rt_end,area,data_points,run_start_time,name,class,parent_mz,product_mz
35,34.4,35.4,8136.0,219,2026-05-21 03:43:33,TG44:0-FA14:0,TG,768.70781,523.472
36,35.4,36.4,5642.0,196,2026-05-21 03:43:33,TG44:0-FA14:0,TG,768.70781,523.472
37,36.4,37.4,6568.0,205,2026-05-21 03:43:33,TG44:0-FA14:0,TG,768.70781,523.472
38,37.4,38.4,8058.0,211,2026-05-21 03:43:33,TG44:0-FA14:0,TG,768.70781,523.472
39,38.4,39.4,6959.0,204,2026-05-21 03:43:33,TG44:0-FA14:0,TG,768.70781,523.472
40,39.4,40.4,17710.0,227,2026-05-21 03:43:33,TG44:0-FA14:0,TG,768.70781,523.472
41,40.4,41.4,6196.0,204,2026-05-21 03:43:33,TG44:0-FA14:0,TG,768.70781,523.472
42,41.4,42.4,12879.0,221,2026-05-21 03:43:33,TG44:0-FA14:0,TG,768.70781,523.472
43,42.4,43.4,7499.0,200,2026-05-21 03:43:33,TG44:0-FA14:0,TG,768.70781,523.472
44,43.4,44.4,8501.0,212,2026-05-21 03:43:33,TG44:0-FA14:0,TG,768.70781,523.472
45,44.4,45.4,6064.0,198,2026-05-21 03:43:33,TG44:0-FA14:0,TG,768.70781,523.472
46,45.4,46.4,8565.0,212,2026-05-21 03:43:33,TG44:0-FA14:0,TG,768.70781,523.472
47,46.4,47.4,6660.0,218,2026-05-21 03:43:33,TG44:0-FA14:0,TG,768.70781,523.472
48,47.4,48.4,8195.0,206,2026-05-21 03:43:33,TG44:0-FA14:0,TG,768.70781,523.472
49,48.4,49.4,6201.0,211,2026-05-21 03:43:33,TG44:0-FA14:0,TG,768.70781,523.472
50,49.4,50.4,10570.0,190,2026-05-21 03:43:33,TG44:0-FA14:0,TG,768.70781,523.472
51,50.4,51.4,5797.0,188,2026-05-21 03:43:33,TG44:0-FA14:0,TG,768.70781,523.472
52,51.4,52.4,12802.0,225,2026-05-21 03:43:33,TG44:0-FA14:0,TG,768.70781,523.472
53,52.4,53.4,7109.0,211,2026-05-21 03:43:33,TG44:0-FA14:0,TG,768.70781,523.472
54,53.4,54.4,8240.0,213,2026-05-21 03:43:33,TG44:0-FA14:0,TG,768.70781,523.472
55,54.4,55.4,5706.0,203,2026-05-21 03:43:33,TG44:0-FA14:0,TG,768.70781,523.472
56,55.4,56.4,6251.0,191,2026-05-21 03:43:33,TG44:0-FA14:0,TG,768.70781,523.472
57,56.4,57.4,5928.0,200,2026-05-21 03:43:33,TG44:0-FA14:0,TG,768.70781,523.472
58,57.4,58.4,6257.0,199,2026-05-21 03:43:33,TG44:0-FA14:0,TG,768.70781,523.472
59,58.4,59.4,6694.0,214,2026-05-21 03:43:33,TG44:0-FA14:0,TG,768.70781,523.472
60,59.4,60.4,5938.0,189,2026-05-21 03:43:33,TG44:0-FA14:0,TG,768.70781,523.472
61,60.4,61.4,6947.0,197,2026-05-21 03:43:33,TG44:0-FA14:0,TG,768.70781,523.472
62,61.4,62.4,13056.0,219,2026-05-21 03:43:33,TG44:0-FA14:0,TG,768.70781,523.472
63,62.4,63.4,6701.0,212,2026-05-21 03:43:33,TG44:0-FA14:0,TG,768.70781,523.472
64,63.4,64.4,11176.0,225,2026-05-21 03:43:33,TG44:0-FA14:0,TG,768.70781,523.472
65,64.4,65.4,2350.0,84,2026-05-21 03:43:33,TG44:0-FA14:0,TG,768.70781,523.472
1,0.4,1.4,2430.0,134,2026-05-21 03:43:33,TG45:1-FA18:1,TG,780.708,481.425
2,1.4,2.4,2055.0,140,2026-05-21 03:43:33,TG45:1-FA18:1,TG,780.708,481.425
3,2.4,3.4,883.0,82,2026-05-21 03:43:33,TG45:1-FA18:1,TG,780.708,481.425
4,3.4,4.4,1155.0,92,2026-05-21 03:43:33,TG45:1-FA18:1,TG,780.708,481.425
5,4.4,5.4,1099.0,92,2026-05-21 03:43:33,TG45:1-FA18:1,TG,780.708,481.425
6,5.4,6.4,1131.0,91,2026-05-21 03:43:33,TG45:1-FA18:1,TG,780.708,481.425
7,6.4,7.4,1214.0,91,2026-05-21 03:43:33,TG45:1-FA18:1,TG,780.708,481.425
8,7.4,8.4,970.0,74,2026-05-21 03:43:33,TG45:1-FA18:1,TG,780.708,481.425
9,8.4,9.4,886.0,78,2026-05-21 03:43:33,TG45:1-FA18:1,TG,780.708,481.425
10,9.4,10.4,1265.0,98,2026-05-21 03:43:33,TG45:1-FA18:1,TG,780.708,481.425
11,10.4,11.4,1106.0,82,2026-05-21 03:43:33,TG45:1-FA18:1,TG,780.708,481.425
12,11.4,12.4,1782.0,117,2026-05-21 03:43:33,TG45:1-FA18:1,TG,780.708,481.425
13,12.4,13.4,1052.0,94,2026-05-21 03:43:33,TG45:1-FA18:1,TG,780.708,481.425
14,13.4,14.4,729.0,67,2026-05-21 03:43:33,TG45:1-FA18:1,TG,780.708,481.425
15,14.4,15.4,914.0,78,2026-05-21 03:43:33,TG45:1-FA18:1,TG,780.708,481.425
16,15.4,16.4,836.0,66,2026-05-21 03:43:33,TG45:1-FA18:1,TG,780.708,481.425
17,16.4,17.4,1460.0,111,2026-05-21 03:43:33,TG45:1-FA18:1,TG,780.708,481.425
18,17.4,18.4,995.0,81,2026-05-21 03:43:33,TG45:1-FA18:1,TG,780.708,481.425
19,18.4,19.4,939.0,66,2026-05-21 03:43:33,TG45:1-FA18:1,TG,780.708,481.425
20,19.4,20.4,1242.0,109,2026-05-21 03:43:33,TG45:1-FA18:1,TG,780.708,481.425
21,20.4,21.4,831.0,67,2026-05-21 03:43:33,TG45:1-FA18:1,TG,780.708,481.425
22,21.4,22.4,1645.0,116,2026-05-21 03:43:33,TG45:1-FA18:1,TG,780.708,481.425
23,22.4,23.4,993.0,82,2026-05-21 03:43:33,TG45:1-FA18:1,TG,780.708,481.425
24,23.4,24.4,1076.0,88,2026-05-21 03:43:33,TG45:1-FA18:1,TG,780.708,481.425
25,24.4,25.4,1431.0,100,2026-05-21 03:43:33,TG45:1-FA18:1,TG,780.708,481.425
26,25.4,26.4,1428.0,101,2026-05-21 03:43:33,TG45:1-FA18:1,TG,780.708,481.425
27,26.4,27.4,835.0,72,2026-05-21 03:43:33,TG45:1-FA18:1,TG,780.708,481.425
28,27.4,28.4,862.0,81,2026-05-21 03:43:33,TG45:1-FA18:1,TG,780.708,481.425
29,28.4,29.4,779.0,67,2026-05-21 03:43:33,TG45:1-FA18:1,TG,780.708,481.425
30,29.4,30.4,1053.0,93,2026-05-21 03:43:33,TG45:1-FA18:1,TG,780.708,481.425
31,30.4,31.4,964.0,85,2026-05-21 03:43:33,TG45:1-FA18:1,TG,780.708,481.425
32,31.4,32.4,1650.0,121,2026-05-21 03:43:33,TG45:1-FA18:1,TG,780.708,481.425
33,32.4,33.4,1049.0,90,2026-05-21 03:43:33,TG45:1-FA18:1,TG,780.708,481.425
34,33.4,34.4,860.0,74,2026-05-21 03:43:33,TG45:1-FA18:1,TG,780.708,481.425
35,34.4,35.4,1078.0,92,2026-05-21 03:43:33,TG45:1-FA18:1,TG,780.708,481.425
36,35.4,36.4,503.0,54,2026-05-21 03:43:33,TG45:1-FA18:1,TG,780.708,481.425
37,36.4,37.4,937.0,84,2026-05-21 03:43:33,TG45:1-FA18:1,TG,780.708,481.425
38,37.4,38.4,968.0,85,2026-05-21 03:43:33,TG45:1-FA18:1,TG,780.708,481.425
39,38.4,39.4,1050.0,78,2026-05-21 03:43:33,TG45:1-FA18:1,TG,780.708,481.425
40,39.4,40.4,1105.0,88,2026-05-21 03:43:33,TG45:1-FA18:1,TG,780.708,481.425
41,40.4,41.4,1108.0,81,2026-05-21 03:43:33,TG45:1-FA18:1,TG,780.708,481.425
42,41.4,42.4,1377.0,92,2026-05-21 03:43:33,TG45:1-FA18:1,TG,780.708,481.425
43,42.4,43.4,940.0,76,2026-05-21 03:43:33,TG45:1-FA18:1,TG,780.708,481.425
44,43.4,44.4,1240.0,95,2026-05-21 03:43:33,TG45:1-FA18:1,TG,780.708,481.425
45,44.4,45.4,857.0,70,2026-05-21 03:43:33,TG45:1-FA18:1,TG,780.708,481.425
46,45.4,46.4,910.0,78,2026-05-21 03:43:33,TG45:1-FA18:1,TG,780.708,481.425
47,46.4,47.4,1047.0,95,2026-05-21 03:43:33,TG45:1-FA18:1,TG,780.708,481.425
48,47.4,48.4,1160.0,91,2026-05-21 03:43:33,TG45:1-FA18:1,TG,780.708,481.425
49,48.4,49.4,1105.0,83,2026-05-21 03:43:33,TG45:1-FA18:1,TG,780.708,481.425
50,49.4,50.4,1538.0,108,2026-05-21 03:43:33,TG45:1-FA18:1,TG,780.708,481.425
51,50.4,51.4,1266.0,95,2026-05-21 03:43:33,TG45:1-FA18:1,TG,780.708,481.425
52,51.4,52.4,1489.0,102,2026-05-21 03:43:33,TG45:1-FA18:1,TG,780.708,481.425
53,52.4,53.4,943.0,82,2026-05-21 03:43:33,TG45:1-FA18:1,TG,780.708,481.425
54,53.4,54.4,1106.0,88,2026-05-21 03:43:33,TG45:1-FA18:1,TG,780.708,481.425
55,54.4,55.4,860.0,73,2026-05-21 03:43:33,TG45:1-FA18:1,TG,780.708,481.425
56,55.4,56.4,780.0,60,2026-05-21 03:43:33,TG45:1-FA18:1,TG,780.708,481.425
57,56.4,57.4,532.0,57,2026-05-21 03:43:33,TG45:1-FA18:1,TG,780.708,481.425
58,57.4,58.4,1101.0,93,2026-05-21 03:43:33,TG45:1-FA18:1,TG,780.708,481.425
59,58.4,59.4,971.0,84,2026-05-21 03:43:33,TG45:1-FA18:1,TG,780.708,481.425
60,59.4,60.4,808.0,70,2026-05-21 03:43:33,TG45:1-FA18:1,TG,780.708,481.425
61,60.4,61.4,669.0,62,2026-05-21 03:43:33,TG45:1-FA18:1,TG,780.708,481.425
62,61.4,62.4,1212.0,96,2026-05-21 03:43:33,TG45:1-FA18:1,TG,780.708,481.425
63,62.4,63.4,779.0,73,2026-05-21 03:43:33,TG45:1-FA18:1,TG,780.708,481.425
64,63.4,64.4,1897.0,132,2026-05-21 03:43:33,TG45:1-FA18:1,TG,780.708,481.425
65,64.4,65.4,239.0,26,2026-05-21 03:43:33,TG45:1-FA18:1,TG,780.708,481.425
1,0.4,1.4,6847.0,196,2026-05-21 03:43:33,TG45:1-FA16:0,TG,780.708,507.441
2,1.4,2.4,3743.0,173,2026-05-21 03:43:33,TG45:1-FA16:0,TG,780.708,507.441
3,2.4,3.4,2659.0,151,2026-05-21 03:43:33,TG45:1-FA16:0,TG,780.708,507.441
4,3.4,4.4,3266.0,166,2026-05-21 03:43:33,TG45:1-FA16:0,TG,780.708,507.441
5,4.4,5.4,3258.0,165,2026-05-21 03:43:33,TG45:1-FA16:0,TG,780.708,507.441
6,5.4,6.4,2127.0,132,2026-05-21 03:43:33,TG45:1-FA16:0,TG,780.708,507.441
7,6.4,7.4,2826.0,164,2026-05-21 03:43:33,TG45:1-FA16:0,TG,780.708,507.441
8,7.4,8.4,2375.0,143,2026-05-21 03:43:33,TG45:1-FA16:0,TG,780.708,507.441
9,8.4,9.4,2364.0,141,2026-05-21 03:43:33,TG45:1-FA16:0,TG,780.708,507.441
10,9.4,10.4,2289.0,152,2026-05-21 03:43:33,TG45:1-FA16:0,TG,780.708,507.441
11,10.4,11.4,3047.0,174,2026-05-21 03:43:33,TG45:1-FA16:0,TG,780.708,507.441
12,11.4,12.4,3349.0,180,2026-05-21 03:43:33,TG45:1-FA16:0,TG,780.708,507.441
13,12.4,13.4,2248.0,143,2026-05-21 03:43:33,TG45:1-FA16:0,TG,780.708,507.441
14,13.4,14.4,2672.0,142,2026-05-21 03:43:33,TG45:1-FA16:0,TG,780.708,507.441
15,14.4,15.4,2600.0,147,2026-05-21 03:43:33,TG45:1-FA16:0,TG,780.708,507.441
16,15.4,16.4,2681.0,148,2026-05-21 03:43:33,TG45:1-FA16:0,TG,780.708,507.441
17,16.4,17.4,2925.0,157,2026-05-21 03:43:33,TG45:1-FA16:0,TG,780.708,507.441
18,17.4,18.4,2870.0,152,2026-05-21 03:43:33,TG45:1-FA16:0,TG,780.708,507.441
19,18.4,19.4,1895.0,127,2026-05-21 03:43:33,TG45:1-FA16:0,TG,780.708,507.441
20,19.4,20.4,2881.0,158,2026-05-21 03:43:33,TG45:1-FA16:0,TG,780.708,507.441
21,20.4,21.4,2687.0,152,2026-05-21 03:43:33,TG45:1-FA16:0,TG,780.708,507.441
22,21.4,22.4,2958.0,147,2026-05-21 03:43:33,TG45:1-FA16:0,TG,780.708,507.441
23,22.4,23.4,2854.0,159,2026-05-21 03:43:33,TG45:1-FA16:0,TG,780.708,507.441
24,23.4,24.4,2582.0,151,2026-05-21 03:43:33,TG45:1-FA16:0,TG,780.708,507.441
25,24.4,25.4,2766.0,161,2026-05-21 03:43:33,TG45:1-FA16:0,TG,780.708,507.441
26,25.4,26.4,2863.0,142,2026-05-21 03:43:33,TG45:1-FA16:0,TG,780.708,507.441
27,26.4,27.4,2004.0,133,2026-05-21 03:43:33,TG45:1-FA16:0,TG,780.708,507.441
28,27.4,28.4,2329.0,136,2026-05-21 03:43:33,TG45:1-FA16:0,TG,780.708,507.441
29,28.4,29.4,2625.0,152,2026-05-21 03:43:33,TG45:1-FA16:0,TG,780.708,507.441
30,29.4,30.4,1923.0,129,2026-05-21 03:43:33,TG45:1-FA16:0,TG,780.708,507.441
31,30.4,31.4,2113.0,137,2026-05-21 03:43:33,TG45:1-FA16:0,TG,780.708,507.441
32,31.4,32.4,2954.0,151,2026-05-21 03:43:33,TG45:1-FA16:0,TG,780.708,507.441
33,32.4,33.4,2057.0,140,2026-05-21 03:43:33,TG45:1-FA16:0,TG,780.708,507.441
34,33.4,34.4,2304.0,147,2026-05-21 03:43:33,TG45:1-FA16:0,TG,780.708,507.441
35,34.4,35.4,2305.0,143,2026-05-21 03:43:33,TG45:1-FA16:0,TG,780.708,507.441
36,35.4,36.4,1758.0,111,2026-05-21 03:43:33,TG45:1-FA16:0,TG,780.708,507.441
37,36.4,37.4,1948.0,132,2026-05-21 03:43:33,TG45:1-FA16:0,TG,780.708,507.441
38,37.4,38.4,2560.0,145,2026-05-21 03:43:33,TG45:1-FA16:0,TG,780.708,507.441
39,38.4,39.4,2733.0,162,2026-05-21 03:43:33,TG45:1-FA16:0,TG,780.708,507.441
40,39.4,40.4,2869.0,154,2026-05-21 03:43:33,TG45:1-FA16:0,TG,780.708,507.441
41,40.4,41.4,2340.0,151,2026-05-21 03:43:33,TG45:1-FA16:0,TG,780.708,507.441
42,41.4,42.4,2605.0,137,2026-05-21 03:43:33,TG45:1-FA16:0,TG,780.708,507.441
43,42.4,43.4,2946.0,159,2026-05-21 03:43:33,TG45:1-FA16:0,TG,780.708,507.441
44,43.4,44.4,2263.0,151,2026-05-21 03:43:33,TG45:1-FA16:0,TG,780.708,507.441
45,44.4,45.4,2654.0,154,2026-05-21 03:43:33,TG45:1-FA16:0,TG,780.708,507.441
46,45.4,46.4,2493.0,149,2026-05-21 03:43:33,TG45:1-FA16:0,TG,780.708,507.441
47,46.4,47.4,2490.0,151,2026-05-21 03:43:33,TG45:1-FA16:0,TG,780.708,507.441
48,47.4,48.4,2348.0,135,2026-05-21 03:43:33,TG45:1-FA16:0,TG,780.708,507.441
49,48.4,49.4,2710.0,140,2026-05-21 03:43:33,TG45:1-FA16:0,TG,780.708,507.441
50,49.4,50.4,2567.0,153,2026-05-21 03:43:33,TG45:1-FA16:0,TG,780.708,507.441
51,50.4,51.4,2402.0,152,2026-05-21 03:43:33,TG45:1-FA16:0,TG,780.708,507.441
52,51.4,52.4,3135.0,153,2026-05-21 03:43:33,TG45:1-FA16:0,TG,780.708,507.441
53,52.4,53.4,2409.0,146,2026-05-21 03:43:33,TG45:1-FA16:0,TG,780.708,507.441
54,53.4,54.4,2384.0,129,2026-05-21 03:43:33,TG45:1-FA16:0,TG,780.708,507.441
55,54.4,55.4,2196.0,140,2026-05-21 03:43:33,TG45:1-FA16:0,TG,780.708,507.441
56,55.4,56.4,2251.0,150,2026-05-21 03:43:33,TG45:1-FA16:0,TG,780.708,507.441
57,56.4,57.4,2329.0,133,2026-05-21 03:43:33,TG45:1-FA16:0,TG,780.708,507.441
58,57.4,58.4,1921.0,127,2026-05-21 03:43:33,TG45:1-FA16:0,TG,780.708,507.441
59,58.4,59.4,2220.0,144,2026-05-21 03:43:33,TG45:1-FA16:0,TG,780.708,507.441
60,59.4,60.4,1679.0,121,2026-05-21 03:43:33,TG45:1-FA16:0,TG,780.708,507.441
61,60.4,61.4,2322.0,131,2026-05-21 03:43:33,TG45:1-FA16:0,TG,780.708,507.441
62,61.4,62.4,3165.0,168,2026-05-21 03:43:33,TG45:1-FA16:0,TG,780.708,507.441
63,62.4,63.4,2452.0,141,2026-05-21 03:43:33,TG45:1-FA16:0,TG,780.708,507.441
64,63.4,64.4,4665.0,168,2026-05-21 03:43:33,TG45:1-FA16:0,TG,780.708,507.441
65,64.4,65.4,1026.0,68,2026-05-21 03:43:33,TG45:1-FA16:0,TG,780.708,507.441
1,0.4,1.4,17990.0,237,2026-05-21 03:43:33,TG45:0-FA16:0,TG,782.72398,509.456
2,1.4,2.4,10472.0,227,2026-05-21 03:43:33,TG45:0-FA16:0,TG,782.72398,509.456
3,2.4,3.4,7354.0,217,2026-05-21 03:43:33,TG45:0-FA16:0,TG,782.72398,509.456
4,3.4,4.4,7840.0,209,2026-05-21 03:43:33,TG45:0-FA16:0,TG,782.72398,509.456
5,4.4,5.4,7992.0,215,2026-05-21 03:43:33,TG45:0-FA16:0,TG,782.72398,509.456
6,5.4,6.4,7791.0,209,2026-05-21 03:43:33,TG45:0-FA16:0,TG,782.72398,509.456
7,6.4,7.4,7726.0,212,2026-05-21 03:43:33,TG45:0-FA16:0,TG,782.72398,509.456
8,7.4,8.4,6644.0,209,2026-05-21 03:43:33,TG45:0-FA16:0,TG,782.72398,509.456
9,8.4,9.4,5989.0,201,2026-05-21 03:43:33,TG45:0-FA16:0,TG,782.72398,509.456
10,9.4,10.4,7144.0,209,2026-05-21 03:43:33,TG45:0-FA16:0,TG,782.72398,509.456
11,10.4,11.4,6789.0,205,2026-05-21 03:43:33,TG45:0-FA16:0,TG,782.72398,509.456
12,11.4,12.4,7598.0,198,2026-05-21 03:43:33,TG45:0-FA16:0,TG,782.72398,509.456
13,12.4,13.4,7013.0,220,2026-05-21 03:43:33,TG45:0-FA16:0,TG,782.72398,509.456
14,13.4,14.4,7149.0,211,2026-05-21 03:43:33,TG45:0-FA16:0,TG,782.72398,509.456
15,14.4,15.4,7216.0,204,2026-05-21 03:43:33,TG45:0-FA16:0,TG,782.72398,509.456
16,15.4,16.4,6034.0,203,2026-05-21 03:43:33,TG45:0-FA16:0,TG,782.72398,509.456
17,16.4,17.4,6768.0,204,2026-05-21 03:43:33,TG45:0-FA16:0,TG,782.72398,509.456
18,17.4,18.4,8328.0,218,2026-05-21 03:43:33,TG45:0-FA16:0,TG,782.72398,509.456
19,18.4,19.4,5280.0,189,2026-05-21 03:43:33,TG45:0-FA16:0,TG,782.72398,509.456
20,19.4,20.4,6390.0,215,2026-05-21 03:43:33,TG45:0-FA16:0,TG,782.72398,509.456
21,20.4,21.4,7294.0,205,2026-05-21 03:43:33,TG45:0-FA16:0,TG,782.72398,509.456
22,21.4,22.4,8769.0,201,2026-05-21 03:43:33,TG45:0-FA16:0,TG,782.72398,509.456
23,22.4,23.4,6537.0,214,2026-05-21 03:43:33,TG45:0-FA16:0,TG,782.72398,509.456
24,23.4,24.4,5781.0,205,2026-05-21 03:43:33,TG45:0-FA16:0,TG,782.72398,509.456
25,24.4,25.4,6728.0,216,2026-05-21 03:43:33,TG45:0-FA16:0,TG,782.72398,509.456
26,25.4,26.4,6863.0,200,2026-05-21 03:43:33,TG45:0-FA16:0,TG,782.72398,509.456
27,26.4,27.4,6008.0,215,2026-05-21 03:43:33,TG45:0-FA16:0,TG,782.72398,509.456
28,27.4,28.4,6871.0,200,2026-05-21 03:43:33,TG45:0-FA16:0,TG,782.72398,509.456
29,28.4,29.4,6096.0,210,2026-05-21 03:43:33,TG45:0-FA16:0,TG,782.72398,509.456
30,29.4,30.4,5420.0,197,2026-05-21 03:43:33,TG45:0-FA16:0,TG,782.72398,509.456
31,30.4,31.4,7678.0,206,2026-05-21 03:43:33,TG45:0-FA16:0,TG,782.72398,509.456
32,31.4,32.4,8065.0,208,2026-05-21 03:43:33,TG45:0-FA16:0,TG,782.72398,509.456
33,32.4,33.4,6883.0,208,2026-05-21 03:43:33,TG45:0-FA16:0,TG,782.72398,509.456
34,33.4,34.4,5933.0,190,2026-05-21 03:43:33,TG45:0-FA16:0,TG,782.72398,509.456
35,34.4,35.4,6723.0,195,2026-05-21 03:43:33,TG45:0-FA16:0,TG,782.72398,509.456
36,35.4,36.4,5591.0,193,2026-05-21 03:43:33,TG45:0-FA16:0,TG,782.72398,509.456
37,36.4,37.4,6458.0,206,2026-05-21 03:43:33,TG45:0-FA16:0,TG,782.72398,509.456
38,37.4,38.4,6295.0,205,2026-05-21 03:43:33,TG45:0-FA16:0,TG,782.72398,509.456
39,38.4,39.4,6607.0,211,2026-05-21 03:43:33,TG45:0-FA16:0,TG,782.72398,509.456
40,39.4,40.4,7633.0,221,2026-05-21 03:43:33,TG45:0-FA16:0,TG,782.72398,509.456
41,40.4,41.4,6718.0,213,2026-05-21 03:43:33,TG45:0-FA16:0,TG,782.72398,509.456
42,41.4,42.4,8116.0,215,2026-05-21 03:43:33,TG45:0-FA16:0,TG,782.72398,509.456
43,42.4,43.4,6853.0,203,2026-05-21 03:43:33,TG45:0-FA16:0,TG,782.72398,509.456
44,43.4,44.4,5952.0,201,2026-05-21 03:43:33,TG45:0-FA16:0,TG,782.72398,509.456
45,44.4,45.4,6330.0,217,2026-05-21 03:43:33,TG45:0-FA16:0,TG,782.72398,509.456
46,45.4,46.4,7067.0,214,2026-05-21 03:43:33,TG45:0-FA16:0,TG,782.72398,509.456
47,46.4,47.4,6523.0,204,2026-05-21 03:43:33,TG45:0-FA16:0,TG,782.72398,509.456
48,47.4,48.4,6597.0,228,2026-05-21 03:43:33,TG45:0-FA16:0,TG,782.72398,509.456
49,48.4,49.4,6676.0,208,2026-05-21 03:43:33,TG45:0-FA16:0,TG,782.72398,509.456
50,49.4,50.4,6723.0,205,2026-05-21 03:43:33,TG45:0-FA16:0,TG,782.72398,509.456
51,50.4,51.4,7600.0,213,2026-05-21 03:43:33,TG45:0-FA16:0,TG,782.72398,509.456
52,51.4,52.4,7703.0,214,2026-05-21 03:43:33,TG45:0-FA16:0,TG,782.72398,509.456
53,52.4,53.4,6333.0,207,2026-05-21 03:43:33,TG45:0-FA16:0,TG,782.72398,509.456
54,53.4,54.4,6796.0,210,2026-05-21 03:43:33,TG45:0-FA16:0,TG,782.72398,509.456
55,54.4,55.4,6476.0,208,2026-05-21 03:43:33,TG45:0-FA16:0,TG,782.72398,509.456
56,55.4,56.4,5706.0,201,2026-05-21 03:43:33,TG45:0-FA16:0,TG,782.72398,509.456
57,56.4,57.4,6058.0,198,2026-05-21 03:43:33,TG45:0-FA16:0,TG,782.72398,509.456
58,57.4,58.4,6021.0,204,2026-05-21 03:43:33,TG45:0-FA16:0,TG,782.72398,509.456
59,58.4,59.4,6132.0,195,2026-05-21 03:43:33,TG45:0-FA16:0,TG,782.72398,509.456
60,59.4,60.4,5408.0,194,2026-05-21 03:43:33,TG45:0-FA16:0,TG,782.72398,509.456
61,60.4,61.4,6796.0,208,2026-05-21 03:43:33,TG45:0-FA16:0,TG,782.72398,509.456
62,61.4,62.4,7553.0,203,2026-05-21 03:43:33,TG45:0-FA16:0,TG,782.72398,509.456
63,62.4,63.4,5983.0,214,2026-05-21 03:43:33,TG45:0-FA16:0,TG,782.72398,509.456
64,63.4,64.4,12186.0,227,2026-05-21 03:43:33,TG45:0-FA16:0,TG,782.72398,509.456
65,64.4,65.4,2622.0,90,2026-05-21 03:43:33,TG45:0-FA16:0,TG,782.72398,509.456
1,0.4,1.4,16254.0,222,2026-05-21 03:43:33,TG45:0-FA14:0,TG,782.72398,537.488
2,1.4,2.4,7770.0,204,2026-05-21 03:43:33,TG45:0-FA14:0,TG,782.72398,537.488
3,2.4,3.4,5728.0,203,2026-05-21 03:43:33,TG45:0-FA14:0,TG,782.72398,537.488
4,3.4,4.4,6085.0,199,2026-05-21 03:43:33,TG45:0-FA14:0,TG,782.72398,537.488
5,4.4,5.4,7550.0,214,2026-05-21 03:43:33,TG45:0-FA14:0,TG,782.72398,537.488
6,5.4,6.4,6165.0,209,2026-05-21 03:43:33,TG45:0-FA14:0,TG,782.72398,537.488
7,6.4,7.4,6287.0,207,2026-05-21 03:43:33,TG45:0-FA14:0,TG,782.72398,537.488
8,7.4,8.4,4974.0,192,2026-05-21 03:43:33,TG45:0-FA14:0,TG,782.72398,537.488
9,8.4,9.4,5020.0,201,2026-05-21 03:43:33,TG45:0-FA14:0,TG,782.72398,537.488
10,9.4,10.4,6181.0,196,2026-05-21 03:43:33,TG45:0-FA14:0,TG,782.72398,537.488
11,10.4,11.4,6037.0,194,2026-05-21 03:43:33,TG45:0-FA14:0,TG,782.72398,537.488
12,11.4,12.4,6827.0,211,2026-05-21 03:43:33,TG45:0-FA14:0,TG,782.72398,537.488
13,12.4,13.4,6211.0,205,2026-05-21 03:43:33,TG45:0-FA14:0,TG,782.72398,537.488
14,13.4,14.4,5516.0,205,2026-05-21 03:43:33,TG45:0-FA14:0,TG,782.72398,537.488
15,14.4,15.4,6025.0,198,2026-05-21 03:43:33,TG45:0-FA14:0,TG,782.72398,537.488
16,15.4,16.4,4268.0,179,2026-05-21 03:43:33,TG45:0-FA14:0,TG,782.72398,537.488
17,16.4,17.4,5553.0,200,2026-05-21 03:43:33,TG45:0-FA14:0,TG,782.72398,537.488
18,17.4,18.4,7658.0,203,2026-05-21 03:43:33,TG45:0-FA14:0,TG,782.72398,537.488
19,18.4,19.4,4409.0,187,2026-05-21 03:43:33,TG45:0-FA14:0,TG,782.72398,537.488
20,19.4,20.4,5341.0,223,2026-05-21 03:43:33,TG45:0-FA14:0,TG,782.72398,537.488
21,20.4,21.4,6953.0,210,2026-05-21 03:43:33,TG45:0-FA14:0,TG,782.72398,537.488
22,21.4,22.4,6867.0,206,2026-05-21 03:43:33,TG45:0-FA14:0,TG,782.72398,537.488
23,22.4,23.4,4703.0,200,2026-05-21 03:43:33,TG45:0-FA14:0,TG,782.72398,537.488
24,23.4,24.4,4429.0,185,2026-05-21 03:43:33,TG45:0-FA14:0,TG,782.72398,537.488
25,24.4,25.4,5748.0,203,2026-05-21 03:43:33,TG45:0-FA14:0,TG,782.72398,537.488
26,25.4,26.4,6727.0,208,2026-05-21 03:43:33,TG45:0-FA14:0,TG,782.72398,537.488
27,26.4,27.4,5499.0,195,2026-05-21 03:43:33,TG45:0-FA14:0,TG,782.72398,537.488
28,27.4,28.4,4773.0,189,2026-05-21 03:43:33,TG45:0-FA14:0,TG,782.72398,537.488
29,28.4,29.4,5591.0,206,2026-05-21 03:43:33,TG45:0-FA14:0,TG,782.72398,537.488
30,29.4,30.4,4304.0,188,2026-05-21 03:43:33,TG45:0-FA14:0,TG,782.72398,537.488
31,30.4,31.4,5585.0,192,2026-05-21 03:43:33,TG45:0-FA14:0,TG,782.72398,537.488
32,31.4,32.4,5877.0,208,2026-05-21 03:43:33,TG45:0-FA14:0,TG,782.72398,537.488
33,32.4,33.4,4834.0,180,2026-05-21 03:43:33,TG45:0-FA14:0,TG,782.72398,537.488
34,33.4,34.4,5040.0,176,2026-05-21 03:43:33,TG45:0-FA14:0,TG,782.72398,537.488
35,34.4,35.4,4727.0,177,2026-05-21 03:43:33,TG45:0-FA14:0,TG,782.72398,537.488
