"SampleID","Group","10_HDoHE","10_NO2_LA","11_12_DiHETrE","11_HDoHE","11_HETE","12_13_DiHOME","12_13_EpOME","12_HEPE","12_HETE","13_14dihydro_15k_PGE2","13_HODE","13_KODE","14_15_DiHETrE","14_HDoHE","15deoxy_delta_12_14_PGJ2","16_HDoHE","17_18_DiHETE","17_HDoHE","19_20_DiHDPA","1_AG_2_AG","1_LG_2_LG","1_OG_2_OG","5S_14R_lipoxinB4","5_6_DiHETrE","5_HETrE","8_12_iso_iPF2a_VI","8_9_DiHETrE","8iso_PGA1","8iso_PGE2","9_10_13_TriHOME","9_10_DiHOME","9_10_EpOME","9_12_13_TriHOME","9_HODE","9_HOTrE","9_HpODE","AEA","CA","CDCA","DCA","DEA","DHEA","EPEA","ETAEA","FA18.1_w9","FA18.2_w6","FA18.3","FA20.3_w3","FA20.3_w6","FA20.3_w9","FA20.4_w6","FA20.5_w3","FA22.4_w6","FA22.5_w3","FA22.5_w6","FA22.6_w3","HDCA","LCA","NADA","NO2_aLA","PGD2","PGE2","TCA","TCDCA","TDCA","THDCA","TLCA","TUDCA","UDCA","delta17_6_keto_PGF1a","thromboxane_B2","FA18.3_w3","FA18.3_w6","LPA14.0","LPA16.0","LPA16.1","LPA18.0","LPA18.1","LPA18.2","LPA20.3","LPA20.4","LPA20.5","LPA22.4","LPA22.5","LPA22.6","LPE14.0","LPE16.0","LPE16.1","LPE18.0","LPE18.1","LPE18.2","LPE18.3","LPE20.3","LPE20.4","LPE20.5","LPE22.4","LPE22.5","LPE22.6","LPG14.0","LPG16.0","LPG16.1","LPG18.0","LPG18.1","LPG18.2","LPG20.3","LPG20.4","LPG22.4","LPG22.6","LPI16.0","LPI16.1","LPI18.0","LPI18.1","LPI18.2","LPI20.4","LPI22.4","LPI22.6","LPS16.0","LPS18.0","LPS18.1","LPS18.2","LPS20.4","LPS22.4","LPS22.6","Sphinganine1P18.0","Sphingosine1P16.1","Sphingosine1P18.1","Sphingosine1P18.2","cLPA14.0","cLPA16.1","cLPA18.0","cLPA18.1","cLPA18.2","cLPA20.4"
193,"FMT_NGBB",13.5187004825719,12.9004460863452,12.6045307591836,12.1567255710237,10.5278239539999,16.7463969609332,12.7431258200318,15.5646487842702,15.0942845302791,13.1885234779023,14.0071836730564,16.2794270044195,13.5118760433833,16.3708673408736,15.2558939862567,11.6128205909132,12.6979421025043,13.5151662430148,13.4700646185563,20.7453486558339,22.5415270281405,24.1640822802167,14.9547509396391,11.6561003544795,15.9070017051471,12.275314281806,12.660504936648,14.3617190202997,11.55934506215,16.9897765341417,12.0152012493999,11.9402060334296,15.6225241252113,14.1776608235068,12.2756295574604,13.278344620895,15.0151317127129,21.2954945176502,15.863213410153,15.0110185510654,10.5922860341336,14.5079345926647,11.4324730001376,14.7561224063547,15.5183356872705,16.0997188341785,17.2608028684744,14.7607179206232,13.4336095641034,15.3896403796013,19.977400400233,18.927451226498,17.084685926642,14.8115512562949,16.075606457697,22.7795225268096,22.7397577350352,21.8294603301977,14.9179122896234,13.99678169682,12.6358561717522,12.9034384651348,22.1488479348834,19.1980178843741,19.8322939989161,21.8432418881913,19.2054143810221,24.3743755148885,25.5443107435861,12.9287037892574,12.8557590814986,13.4619885213735,13.061421655724,10.1953955856404,15.6790920481257,13.5801068456739,15.3474372138997,15.9777895579921,16.8289534849001,10.8481847452429,15.2193866631815,11.3926742953781,12.782055891797,11.2020258446093,13.6216218533238,11.0276779664025,19.2167950829779,14.8134072442929,19.0317232574448,18.3544140556621,18.0528171970806,11.2104838421196,16.1326632083994,19.012382875608,15.9173804249288,15.3132738094593,14.6963452841474,18.5667965211305,11.9462571349245,15.4332880111154,13.4457731222612,13.9922474398046,16.5508600174722,16.179216531243,12.6151065767012,12.9473251725675,11.7395397186491,12.8798872249813,14.6476914739356,13.1328990663233,17.6663261045445,16.0441928700278,15.028734505051,17.7864290027956,9.61748950502463,11.1115425937209,15.7173001992077,14.6750641111619,13.4677554409599,12.3581783743402,15.1581005766457,11.342378624493,14.2914375818532,16.6734329483178,14.4878240847211,18.3490055001096,15.5578074614735,13.3720331762604,17.9460890685638,13.8942448147576,13.4710310647516,12.9362413273722,11.2531253659901
83,"Chow control",13.7700309750121,14.0634019913767,13.7027659647883,10.8586252446789,10.3289396588927,19.9130954406333,14.4789651712689,16.117717421481,16.1734873212024,14.7779157313237,15.838396278986,17.4960103155588,14.8419442827373,16.4651533659439,17.3898708555518,12.0055427988367,12.2796790464781,13.1894117939473,14.8449119260216,22.2770303999114,23.9774338494354,22.7326327758918,16.9939484176357,12.3714110245334,16.2832765293775,13.0291105032594,13.2474712601849,14.4613818574327,13.4965542248298,19.2921108086731,14.7228988171577,13.3329137625424,17.4030653894518,15.967462019683,13.7605179768112,14.7446209065659,16.0720425794998,21.5792310909294,15.5528407495222,15.610005805123,9.81295220493969,15.470811656678,11.3679443338955,15.8593542926228,15.6210582228148,17.5934911873224,19.6552585378387,16.02860940232,14.3217495785095,14.8976079645454,21.11796664761,19.9851308655676,18.7348419729846,15.5360818974098,17.6063495503973,23.8920564556882,24.4336842184197,22.1018953034734,15.6031704761415,14.6827740819601,13.876638668824,14.3001804363136,24.3446900648382,19.930213752005,20.7017705906016,23.306162515135,18.6333965094104,23.6982583623843,26.3637557537095,13.801376945522,12.6484101652631,15.2468097630789,14.6227816215918,8.85040877365742,15.9364085893072,13.3894537472506,15.2897421934291,15.9742305887429,17.6243252641861,11.8186916136516,16.1382851213576,10.4850272531954,13.6760876500134,11.7148817089362,14.2335571416441,11.6989342470815,20.6568654251189,15.8584688958589,20.6110234091437,19.6414814856418,19.0307941212902,12.202489350076,16.0444465885808,19.4125964654342,17.1885516323954,16.766508307396,15.2239195703308,19.3713554452049,10.7597908354625,15.7271404941056,13.3242029127199,14.3077760786768,16.261521192504,16.5899162589125,12.3024692857753,14.4480657017611,11.928637546273,13.4390837661052,15.9330474852422,12.8854410959117,18.2281996828728,15.635613694584,17.4039820985697,18.9629543471137,11.7059891295097,12.8416864016438,16.5100586390586,15.1095975031025,12.5452922368881,12.4936270711497,13.488740307025,12.2250423070085,13.3978270222632,17.7592925988959,14.6546906767274,19.7873539458233,16.7534298256025,14.0875830055823,19.3248923882243,15.6377550495109,14.4970895064791,14.7739979729253,12.7324199388066
233,"Chow control",12.7836311937277,14.4391674189062,13.9737821069054,11.9508347133847,11.0210028496638,20.0541206744637,13.6790482160092,15.0891833442785,14.6109190011729,15.4404019675554,15.5286710298333,17.2714594623801,15.0058325005206,15.5550653647391,17.6787548172693,11.7234945684461,13.5525880516999,11.9303392850731,15.121613727789,21.0879022612986,22.5879150869925,21.3968879083456,17.0698292830017,12.1070516074239,16.2302481474765,12.3719308776215,13.0383415214432,14.3951365228689,13.599067962897,19.0806305231705,14.3132634981377,12.8224965433874,17.3876552287717,15.8003900346742,13.8022564384995,14.5245948479379,16.2131520567385,21.3767680222462,12.8010594392462,15.4486529240398,11.6712491368937,15.5956845380344,11.2589711093384,15.9002703798795,15.7982221329088,17.5923351163849,19.8370496152325,16.0215220626486,13.9124301898305,14.3859456254632,21.0701062828567,19.8410708214515,18.8774662954673,15.7534625495564,17.8838797800849,24.1390135133738,23.7713534044279,22.0233299883863,15.5412751559675,14.5079272238248,12.9800092292533,14.9419323249512,23.2870890687106,18.3523239417214,20.1374159262615,22.8729191873152,18.1963716685884,22.4246639345931,25.4526755605584,13.6191977072945,12.469451548013,14.9477234057532,14.6593577733906,9.16714714461619,15.6090310090434,12.3798708247317,15.8250321310001,14.8946818886038,16.5381850057482,10.5392926032345,15.3854264195589,9.29697354656018,13.4169703346029,12.275418591889,13.4584259669581,10.5082394686427,20.8189210494412,14.9957021062616,20.8228104718889,19.3203215266355,18.4240215215057,12.189125584173,15.159745773338,18.7507474580991,16.4934576246388,16.4693225360354,14.8431209402257,18.8006462536152,10.9378975389257,15.5746269631815,11.9946603305129,13.9424338646432,15.5212059448718,15.5169872127241,10.840347568145,13.0207207789951,10.5338436373792,12.8932084201713,15.4370906096377,12.0352675216895,17.966803374664,14.4147071006625,16.459118877006,17.8604870157325,8.61564067092239,12.0979264438037,16.5228532828998,14.3795450201327,11.9955905123663,10.7072158908931,12.3904473630281,11.9347685855661,13.4747229880448,18.0773109687873,14.6988127346437,19.8579316272442,16.718429472976,13.6959316296376,18.6336112650934,15.6099668328466,14.0318934573844,14.1277914075723,12.3761183331884
183,"Chow control",15.5099707889025,14.3250915790945,14.0784007720314,12.3050710634672,11.9481624215218,20.1583622942177,14.5338070228331,17.9424592944402,17.9873482093935,15.2235566816232,16.1119205172847,17.2272571991343,15.1793211264031,18.1824257752506,17.6584712516018,12.6058804167537,13.3705348479061,13.816499511456,15.0338115855023,22.7448930138403,25.0862843069762,24.1729329750367,16.4351928751619,12.6003241189687,16.5318208428971,12.4994727108587,13.3548172831105,14.5069464607814,13.4104754668882,18.9027354193696,14.4700059424101,14.0528077159302,17.0296146651873,15.9890627278837,14.0613054530106,14.1119624393081,16.4524860774916,19.2916549585702,11.5704838031991,14.8794219520385,11.8722239195067,15.7771536344904,11.2151252503438,16.03936335612,15.8676520843144,17.6731147972551,20.2740316950684,16.8569610049688,14.3325421445156,15.1779067390471,21.6371945533308,20.7184125567206,19.2185257167583,15.8835231887319,18.1759289985671,24.4288257767954,23.3729561462051,22.243767225687,15.7705301824597,14.6354115944174,14.1743006860919,14.3848021613327,23.8607997683163,18.812888225448,20.4931434247606,23.1919894692797,19.2295115812525,22.6138996616646,23.0480178684295,13.8387860587496,14.8906023928007,15.8958923280557,15.3086943623859,9.46052756851997,17.1471931270613,14.7989440322721,15.1684141631967,16.9251674170091,19.4523970718479,12.5031370146314,17.9086905399398,11.8091688236634,14.1391386608535,12.329184997001,15.9804603987705,12.6457320512042,20.9646682962442,16.119416709863,21.0260049368831,19.7423066758901,20.2570516228927,14.0561016001202,17.0972921788546,20.8491185883972,18.011441395036,18.0028506574065,16.6885031548019,20.8019954004997,11.1769061561932,16.2562927720181,15.1583829871033,15.1689839920172,17.5960485333981,18.2581808850376,14.1892429787523,15.519425219919,11.680146312423,15.0024855468028,16.0998750802302,14.3475283599036,18.6908498784664,16.6852008297265,19.0042275148259,20.7436472172375,12.7621777047359,14.5713813766526,16.766074009057,15.5192335405053,14.4543226870954,15.7637957496788,16.8768028193417,13.5995120249805,16.4457860520541,17.9688920561011,15.0622051678641,20.1906283529294,17.4160685836144,14.503383894666,19.4348249934824,15.7978757359799,14.7819242316877,15.4607334783284,13.3371297241352
221,"FMT",13.7728275509308,13.8324925064145,13.1375875739135,12.2762218420723,11.5130105108293,17.3311370844217,13.1498266847128,17.1783991252724,16.5970092814355,15.5184913105338,13.9583266875858,16.947806478898,14.4768043535019,16.7781112632264,16.8707248667182,12.3413623143115,12.5757670224136,11.0903341011817,14.6791338441357,21.5959620540367,22.5784339215973,23.8965231636795,16.0929820903366,13.2699769638995,16.5106146931616,13.6068644838791,13.7130646867313,14.9486586068441,14.3559574377872,18.6275433565451,11.8572741004268,12.7058513666656,17.1342059362139,14.778997981174,13.0828665504484,14.0280497925191,15.642107807302,21.1537117126427,17.0215490854144,16.1480702704656,11.0775207422716,15.6135897796348,12.084247341359,16.7900850953278,16.3572426187859,16.9529573941337,18.2827516927432,15.6718633649143,14.1461819377279,16.1332122658769,20.8581141943571,20.1081973727884,17.8894184862366,15.6594593238805,17.1785441513384,24.0845096497566,24.0751361901916,22.8881394976965,15.6539639437264,15.0865939625429,14.3859244659232,14.8272766023554,19.7150025997019,18.5810664229115,19.3493987082583,20.8038305009115,18.6247973331785,23.028170017993,26.5736528812652,13.6770600171736,14.6197837545296,13.5774444067921,13.3249140864416,9.93854897972827,16.1829529675406,14.8916749749654,15.2839791245212,16.9117047696017,17.7556272428918,11.4831678294695,16.3531363644045,12.4689831447823,13.1440766506967,12.1612493727962,15.0130393151609,11.8546841396509,20.6177226332951,16.1196095994976,20.9635015224031,19.7966101407064,18.8270435591482,11.2505228591584,17.345240338553,19.8221923483235,16.8846281229234,16.5804959395056,15.8392557619821,19.6403077060175,12.7855867183769,16.1986686226733,14.9706857558092,15.1730554646873,17.0605975915471,16.7876784086354,13.2248078382446,14.1765184287526,10.2944863514536,12.7335911828167,15.4616414216391,13.2201015225776,18.5077330273949,16.1642111345362,15.621846208175,18.7438640103889,10.7925064441868,12.661056347105,16.4138207800811,15.2549149693451,13.8210452768249,12.0688749917296,14.4800061094531,12.3423677898504,14.2565968103439,18.0874193102874,15.8717081431239,19.5683505009939,16.5311068166441,15.1282061085981,19.5019273524679,15.1649037849148,15.0946243674618,13.6864187823617,12.1930438684739
163,"NGBB",14.7174409699877,14.9508520237336,13.7201520023874,11.9133692817355,11.1332501214401,18.3415101408149,14.5942036354998,17.5335442770838,16.6573058175696,14.3610667630292,14.747077212976,17.5167918857317,14.2986268874202,17.3730639983668,16.6035717126556,12.4106206806795,12.9617300304137,12.9959395292129,14.3427002235292,21.1439360113661,23.1056817691234,24.5071658892776,17.3579913628129,13.392381961543,16.931058769333,13.3719160073916,13.7682254790513,14.4853382032624,12.5226906809224,19.3452692599252,13.9423485455451,13.7739344277302,17.8264536546315,15.3376837782349,13.3848769503619,14.9841213085045,15.9672141432455,20.1060051633237,15.4506447428716,15.4904913173968,10.9264679810604,15.6397305284882,11.6695321908712,16.1150049276226,16.1261915587557,16.933149542847,18.3290218912367,15.6511832368982,14.2542364639468,16.1269085270124,20.7215629743209,20.138762980033,17.905817139078,15.8668909584793,16.6907443969917,23.6834487390499,23.0439099384357,23.1901484415634,15.1007028649617,14.5721511779823,12.8450642362587,13.0169722526362,21.181327890422,19.7429413140368,19.3039967144949,23.6673255884023,18.3896744021977,23.3900438235334,25.3757643112895,13.6597770864095,12.0311883984007,14.0725123254007,13.6537680920413,10.0290235141088,16.0749206070899,15.1873959194515,15.4861175485345,17.0784014913356,18.185173089775,11.4270650397189,16.5637898434172,12.6262931075418,13.0352688965474,12.0233617510178,14.1978005192988,13.0996094970724,20.1769419088109,16.3063789178317,20.8281135954943,19.567223337619,19.751415931774,12.7807138399844,18.0396654874509,20.0676611308982,17.4758029077491,16.8649866149068,15.6556609667899,19.5155768137847,15.2067514956669,17.5168558283865,16.4936649855411,15.7400998023762,18.3871096799878,17.9924930441884,14.4608199158571,15.2838262646023,11.3859632132524,13.5826908871518,16.0106640514602,15.0514571164849,18.6772601112688,17.4596120563034,16.7733220824874,19.4102155241203,12.7048045439937,13.7917641236545,16.7251994659331,15.0913425701774,14.3468276957035,14.2429482471278,16.8947955288495,12.4508795114911,15.4373590352143,18.4282664718599,17.1934395882068,19.9958933872424,17.1645192602647,15.1028241451735,19.8134214603945,15.5968045238096,15.5091856041238,14.8057885023204,12.497551493652
153,"FMT",13.4579543543585,14.0149853161715,12.9962672738238,12.5661717995332,10.6647281516197,17.4184816700117,13.9541674961924,15.1771508764312,15.2958082077292,15.3853049064174,14.3595197291506,16.7626213389842,14.1715244477687,15.8537648098189,17.2128511351977,11.5891024248538,13.4584744142088,11.5421753284939,14.3298323490985,21.7549199708996,23.3842918338213,24.4620620188975,15.6702841595174,13.0422931000719,16.4215555236488,13.3236506921627,13.3692694857495,14.6462405824255,13.9622756251354,18.1898811784156,11.3376976407632,12.767602041784,16.3931342255939,14.5670069156512,12.8455323902863,13.7055806610655,15.6873076864104,20.6764790833616,15.754169341588,15.2907943247267,10.770927303166,15.7847428494024,11.9505136143095,16.6172416678028,16.4000386807646,17.0766829055847,18.2681068500278,15.9323875798413,14.287159360696,16.7638451580673,20.9335717767267,19.7968655254915,18.0403877855047,15.8774160006377,17.6664428250113,24.2234998612463,22.591836072414,22.7995170585311,15.2983994246102,15.1815170783757,13.8544022754091,14.2169122434696,22.5319206433186,20.4436946513025,19.8633999346179,22.6161037744097,18.9042996790009,24.1623315862721,24.3337543777271,13.4918805223028,12.6148115100495,13.3243349922472,14.3584194775496,9.95660412426173,16.5673288140089,15.3810975828353,15.8697963104338,17.9099064929826,18.8875769932713,12.5382173102736,17.7281485092595,13.3499158971325,13.4993105060498,12.6142301694901,15.9694954389075,11.5064409833085,20.6956878264999,16.0553127102542,20.9002475798428,20.0406549672182,19.2995319376357,12.9892969212531,17.8020343870662,20.6005413153278,17.1934759344902,16.8536268890401,16.0685983286728,20.4640577918713,13.2261263049192,16.5853471769152,15.1462099063178,15.4711055167785,17.6421585382908,17.3026338995476,14.2443923051715,14.7167587584233,11.1029165945706,14.3448875689848,15.3980805009349,13.4467949942819,18.5926722151521,16.5564758036215,16.3737158503514,19.7092265873314,12.1762015164277,13.4662605475337,16.3487125959424,14.8317961589485,12.9029729100748,12.718367406155,14.8146210660935,12.4399417563917,14.8855053484799,17.7470779540307,15.7412034619226,19.5423080891484,16.5840956459087,15.0720450296523,19.2709516909972,15.4936612801373,15.2275190786522,14.5477442399898,12.7717254975501
211,"Placebo",12.7992036960742,14.4030625010358,13.2554346395841,12.4169858994078,11.2170816397267,16.8354054054535,13.9489987287533,14.8769856983311,14.2836680355388,15.4940583764887,14.2489760078296,17.175838037409,14.0482856625831,15.3019756442171,15.9779173129088,11.4224863668904,13.697301871174,12.3048478222341,14.1674037188092,21.5837569528011,22.7796068121066,23.9552222812308,16.8472002892741,13.430342254459,16.1904228814945,13.1147564485105,13.8728428963691,14.7592162875093,14.0172351320634,18.4428256631687,12.6226835467679,12.4878141635373,16.7321903784112,14.5025094360762,13.0387847589253,14.7879022023896,15.5698002604571,21.2738234493992,15.4351241014033,14.623228049421,8.94138805980796,15.4432973894777,10.8231100479734,16.2249050170613,16.0112047568241,16.7466750592093,18.0563949595567,15.2039411648866,14.1655293316452,16.0484844686471,20.3267254942171,19.5110361617343,17.4152339038551,15.2670090170935,16.9015354651456,23.568252742626,23.410559299416,22.2958999278681,15.3999492077171,15.0761427251564,13.9971779810704,14.2638149500189,22.4082385029323,20.1148859166416,19.9616783786403,22.8046782650337,19.0488993819236,24.1321719977783,25.0964707335099,13.7207051287257,12.6216890404027,13.7626555808126,14.3380211243102,9.68842167363901,16.0066166748067,14.0131305455821,15.8029868707135,16.7537927640102,17.3586493982097,11.1841457546514,16.1431167101446,11.6111391752445,13.6230492776052,12.8467794713056,14.3626438481191,11.9268593216983,20.3618457214317,15.7327160977874,20.9981734809404,19.8778108588129,18.5489347876463,11.4117816003566,16.8859211454638,19.2918421423104,16.2770069315833,15.9725214916246,15.3370952193894,18.9826748788165,12.9707496017864,16.1921330071069,14.979303357842,15.0087709151358,16.748228877198,16.2345071397476,12.7075782808304,13.2028139295414,10.8246079655219,13.0318531480495,15.2282429252707,13.2543801263114,18.5878147857616,16.3361250368933,15.3549178787206,18.440712511713,11.6188631094331,12.0547860847283,16.8735396609818,14.9445745830767,12.7336684976578,12.1279137392443,13.6511758356672,11.8008521866832,13.3956394954789,17.8505765034195,16.4889015712217,19.4985223809707,16.7405227793005,14.9455897811563,19.4851450193425,15.3237852142736,15.1142045714002,14.0156332696432,12.4831128967192
213,"Placebo",13.7313651753123,13.5866001005731,13.1832712504044,12.3264056105465,11.7951224189178,17.9689786819903,13.4507280557598,16.2641737376048,15.4319772584842,15.1927728237513,14.5812530222774,17.0525269883443,14.1372985809211,16.3787884284388,16.2351379985547,11.8529488365517,13.0825392748459,12.4044704964978,14.3951898879217,22.0056046667596,23.154949416892,24.3172676018509,16.2165893809461,12.8342561308819,16.5738467689846,13.2813570357856,13.6236706244496,14.6151669394882,13.8888328438699,18.7174351829111,12.8008831195973,12.1540968976734,17.0548230774801,14.9923738544914,12.880281837999,14.3971653487192,15.8718550042065,21.5396112837985,15.9442312198174,15.5072714011653,10.4802267433997,15.6966259049259,11.609695411218,16.6765162472071,16.1437964866017,16.9142073772518,18.5885467163662,15.4251700970047,14.1961388775876,16.3260842214721,20.7154290664492,20.3173715149027,17.6986612366123,15.645391448336,16.8470386220674,23.8920211474735,23.3956107826929,22.7448174868647,15.3296645475582,15.3248232579926,14.0381872565744,14.9066155556508,24.245746131015,21.3108322171817,21.6238123335051,24.2468784300556,19.4680800403748,25.2444625035668,25.5181375084748,13.7070849335678,12.7703455069354,13.8944066427295,13.6309531522539,9.80795377381708,16.3801832275472,15.0233160906401,15.7666373965119,17.2198326979087,18.0909836314295,11.321001880466,16.4524397614578,12.6498770046587,13.3032006715923,12.0472619706053,14.6391331084425,11.9228136845552,20.9297516186612,16.4301064397583,21.417090127954,20.1362548635462,19.2694194593915,10.3204519588684,18.058594830733,20.0499258949922,17.049336678326,16.6643563076681,15.983931440328,19.6721154375514,12.6968860464274,16.6809241745908,15.3091749792964,15.4401439727352,17.2553905540098,16.9605013706193,13.3993676561748,14.0469444163219,11.0403136972398,13.7541773553083,15.6357522093794,14.3694990641022,18.9038847840902,16.8993777299668,16.3075101917784,18.8223245426671,11.5185002238605,13.4815002684265,16.512295430508,15.232774174817,13.3102101624489,12.5255232559977,14.7882590070937,12.8065399556551,14.4382089530833,18.221322892779,16.3602245476554,19.7938215400849,16.7610838884228,15.0984679683507,19.7219092586163,15.8981822959906,15.6545663588606,13.8352522324243,12.4644227127079
92,"Placebo",13.6814911028996,13.687847391214,13.6898686077487,12.4121453377593,11.5293695457926,18.534535345385,14.2670972663187,15.7818868976382,15.31762823166,15.1598761447029,15.0757458278756,17.3514503532817,14.4287703219087,16.1207554833768,16.2615981175327,11.9354774277832,13.7441495300758,12.6810235730432,14.7904266983162,22.3080603915646,23.7244783972809,24.6305946815416,16.0896785739265,13.398509502153,16.3218243093932,12.6304041062861,13.9044260479778,14.820619713026,13.536670975475,18.6985418308478,13.8684394568092,13.5988851835079,17.0163765612721,15.3711881497361,13.098947134006,13.7352994044498,15.8412094040393,20.5084571424915,14.4185846839912,16.6075455314964,10.3603543992463,15.4038045422755,11.2391068074482,15.7200744141361,16.2107612621261,16.3923186639361,19.7917449764397,15.5690887948763,14.2502231275152,15.2436873017164,20.7283374889434,20.0350811008534,17.7567605487062,15.6922023839244,16.426463557172,23.6577348993336,24.448224282092,24.3515626710079,16.0099168153237,14.3516724249962,13.446123220139,14.4432065926933,23.688946486552,20.1127117338372,20.4933548009168,22.942306373131,18.8140859471388,24.3559186130109,25.6446369715984,13.5891685681124,12.9886735044223,13.772640772541,14.0331859457532,10.3368635631319,17.1542095810467,15.2399998684115,16.1764973527764,17.6679300694895,18.7906754698511,11.6302976169972,16.8248382333784,12.5142302806801,13.6108559810417,10.7261483223448,15.4346828879605,12.2595587963942,20.4154694952576,15.5553091800066,20.9619981440182,19.3239581217542,19.2971423449345,10.8822930310959,17.6160689113561,19.9384590297821,17.249019428491,16.4000313903286,15.682081229476,19.8898541583936,13.1515948650034,16.1005519852025,15.6962715676528,14.7999438685188,17.7437115435904,17.4016782845203,13.8931927747102,14.6224918956097,11.8759067417081,14.4725610695361,15.3134776112485,14.1485656356599,18.6182388348607,16.584641386678,16.3481249748528,19.3993850039035,11.9280501080897,12.8122904378977,16.6944190366705,15.2162048218903,14.0239671559107,14.055700675078,16.2095001245183,12.62378777579,15.4409910195977,17.6921057624684,15.936929323852,19.5107584029819,16.3985054606094,14.77275941879,18.7904612442637,15.2883892054095,14.996204856223,14.2304907214748,12.8015222513763
