"Target","Comparison","P_Value","q_value"
"A_PGE2","Placebo-Chow control",0.69392790321552,0.99999999998091
"A_PGE2","FMT_NGBB-FMT",0.806505548100246,0.99999999998091
"A_PGE2","NGBB-FMT",0.813298577311694,0.99999999998091
"A_PGE2","Placebo-FMT",0.978642522479849,0.99999999998091
"A_PGE2","NGBB-FMT_NGBB",0.106066723938074,0.690893339413141
"A_PGE2","Placebo-FMT_NGBB",0.975944809272541,0.99999999998091
"A_PGE2","Placebo-NGBB",0.343187735443163,0.99999999998091
"A_TCA","FMT-Chow control",0.720556552896289,0.99999999998091
"A_TCA","FMT_NGBB-Chow control",0.53807785626543,0.99999999998091
"A_TCA","NGBB-Chow control",0.962337361529478,0.99999999998091
"A_TCA","Placebo-Chow control",0.930587733966628,0.99999999998091
"A_TCA","FMT_NGBB-FMT",0.99998841773658,0.99999999998091
"A_TCA","NGBB-FMT",0.963051515594997,0.99999999998091
"A_TCA","Placebo-FMT",0.303744410094106,0.99999999998091
"A_TCA","NGBB-FMT_NGBB",0.908265147090162,0.99999999998091
"A_TCA","Placebo-FMT_NGBB",0.144700054674355,0.861972994636841
"A_TCA","Placebo-NGBB",0.59073585624827,0.99999999998091
"A_TCDCA","FMT-Chow control",0.122600929133102,0.770324421986749
"A_TCDCA","FMT_NGBB-Chow control",0.0578124801129345,0.451064405276742
"A_TCDCA","NGBB-Chow control",0.0499288670975558,0.40752897341302
"A_TCDCA","Placebo-Chow control",0.00778984024645979,0.0987640459819009
"A_TCDCA","FMT_NGBB-FMT",0.999999097976077,0.99999999998091
"A_TCDCA","NGBB-FMT",0.999996508003609,0.99999999998091
"A_TCDCA","Placebo-FMT",0.959617069991864,0.99999999998091
"A_TCDCA","NGBB-FMT_NGBB",0.999947662996349,0.99999999998091
"A_TCDCA","Placebo-FMT_NGBB",0.916974634056287,0.99999999998091
"A_TCDCA","Placebo-NGBB",0.955072345172834,0.99999999998091
"A_TDCA","FMT-Chow control",0.986558975834836,0.99999999998091
"A_TDCA","FMT_NGBB-Chow control",0.886905582302556,0.99999999998091
"A_TDCA","NGBB-Chow control",0.601573617285016,0.99999999998091
"A_TDCA","Placebo-Chow control",0.38529841743278,0.99999999998091
"A_TDCA","FMT_NGBB-FMT",0.998246004703254,0.99999999998091
"A_TDCA","NGBB-FMT",0.937581695870554,0.99999999998091
"A_TDCA","Placebo-FMT",0.813827551613134,0.99999999998091
"A_TDCA","NGBB-FMT_NGBB",0.980751159782333,0.99999999998091
"A_TDCA","Placebo-FMT_NGBB",0.888800581962232,0.99999999998091
"A_TDCA","Placebo-NGBB",0.996498367596763,0.99999999998091
"A_THDCA","FMT-Chow control",0.999123957768983,0.99999999998091
"A_THDCA","FMT_NGBB-Chow control",0.999970115861571,0.99999999998091
"A_THDCA","NGBB-Chow control",0.660678988691472,0.99999999998091
"A_THDCA","Placebo-Chow control",0.323776460418354,0.99999999998091
"A_THDCA","FMT_NGBB-FMT",0.999848604044902,0.99999999998091
"A_THDCA","NGBB-FMT",0.604912879518059,0.99999999998091
"A_THDCA","Placebo-FMT",0.312312072455917,0.99999999998091
"A_THDCA","NGBB-FMT_NGBB",0.575716540682524,0.99999999998091
"A_THDCA","Placebo-FMT_NGBB",0.253412144055712,0.99999999998091
"A_THDCA","Placebo-NGBB",0.979718031162444,0.99999999998091
"A_TLCA","FMT-Chow control",0.639712611947693,0.99999999998091
"A_TLCA","FMT_NGBB-Chow control",0.0231888420329069,0.227317905064901
"A_TLCA","NGBB-Chow control",0.387104473814714,0.99999999998091
"A_TLCA","Placebo-Chow control",0.229604371451033,0.99999999998091
"A_TLCA","FMT_NGBB-FMT",0.662995675390877,0.99999999998091
"A_TLCA","NGBB-FMT",0.999631888270918,0.99999999998091
"A_TLCA","Placebo-FMT",0.988603912918933,0.99999999998091
"A_TLCA","NGBB-FMT_NGBB",0.689611347600048,0.99999999998091
